gene_name,start,end,feature_type,strand,locus_tag,chromosome
yafC,229967,230881,CDS,-,b0208,NC_000913.3
5'yafC,230882,231001,5'UTR,-,b0208,NC_000913.3
5'yafD,231002,231121,5'UTR,+,b0209,NC_000913.3
yafD,231122,231922,CDS,+,b0209,NC_000913.3
yafE,231923,232549,CDS,+,b0210,NC_000913.3
3'yafE,232550,232572,3'UTR,+,b0210,NC_000913.3
3'mltD,232573,232596,3'UTR,-,b0211,NC_000913.3
mltD,232597,233955,CDS,-,b0211,NC_000913.3
5'mltD,233956,233991,5'UTR,-,b0211,NC_000913.3
3'gloB,233992,234026,3'UTR,-,b0212,NC_000913.3
gloB,234027,234782,CDS,-,b0212,NC_000913.3
ykfO,234288,234320,CDS,+,b4815,NC_000913.3
3'ykfO,234321,234360,3'UTR,+,b4815,NC_000913.3
5'yafS,234361,234815,5'UTR,+,b0213,NC_000913.3
yafS,234816,235538,CDS,+,b0213,NC_000913.3
rnhA,235535,236002,CDS,-,b0214,NC_000913.3
5'rnhA,236003,236034,5'UTR,-,b0214,NC_000913.3
5'dnaQ,236035,236066,5'UTR,+,b0215,NC_000913.3
dnaQ,236067,236798,CDS,+,b0215,NC_000913.3
3'dnaQ,236799,236838,3'UTR,+,b0215,NC_000913.3
5'aspV,236839,236920,tRNA,+,b0216,NC_000913.3
aspV,236921,237017,tRNA,+,b0216,NC_000913.3
3'aspV,237018,237057,tRNA,+,b0216,NC_000913.3
5'yafT,237058,237334,5'UTR,+,b0217,NC_000913.3
yafT,237335,238120,CDS,+,b0217,NC_000913.3
3'yafT,238121,238188,3'UTR,+,b0217,NC_000913.3
3'ykfM,238189,238256,3'UTR,-,b4586,NC_000913.3
ykfM,238257,238736,CDS,-,b4586,NC_000913.3
yafU,238737,239084,pseudogene,-,b0218,NC_000913.3
5'yafU,239085,239136,5'UTR,-,b0218,NC_000913.3
5'yafF,239137,239189,5'UTR,+,b4503,NC_000913.3
yafF,239190,239378,pseudogene,+,b4503,NC_000913.3
3'yafF,239379,239398,3'UTR,+,b4503,NC_000913.3
3'yafV,239399,239418,3'UTR,-,b0219,NC_000913.3
yafV,239419,240189,CDS,-,b0219,NC_000913.3
5'yafV,240190,240265,5'UTR,-,b0219,NC_000913.3
5'ivy,240266,240342,5'UTR,+,b0220,NC_000913.3
ivy,240343,240816,CDS,+,b0220,NC_000913.3
3'ivy,240817,240837,3'UTR,+,b0220,NC_000913.3
3'fadE,240838,240858,3'UTR,-,b0221,NC_000913.3
fadE,240859,243303,CDS,-,b0221,NC_000913.3
5'fadE,243304,243422,5'UTR,-,b0221,NC_000913.3
5'gmhA,243423,243542,5'UTR,+,b0222,NC_000913.3
gmhA,243543,244121,CDS,+,b0222,NC_000913.3
3'gmhA,244122,244161,3'UTR,+,b0222,NC_000913.3
5'yafJ,244162,244326,5'UTR,+,b0223,NC_000913.3
yafJ,244327,245094,CDS,+,b0223,NC_000913.3
dpaA,245065,245805,CDS,-,b0224,NC_000913.3
5'dpaA,245806,245920,5'UTR,-,b0224,NC_000913.3
3'yafQ,245921,245960,3'UTR,-,b0225,NC_000913.3
yafQ,245961,246239,CDS,-,b0225,NC_000913.3
dinJ,246240,246502,CDS,-,b0226,NC_000913.3
5'dinJ,246503,246606,5'UTR,-,b0226,NC_000913.3
5'yafL,246607,246711,5'UTR,+,b0227,NC_000913.3
yafL,246712,247461,CDS,+,b0227,NC_000913.3
3'yafL,247462,247501,3'UTR,+,b0227,NC_000913.3
5'rayT,247502,247636,5'UTR,+,b0228,NC_000913.3
rayT,247637,248134,CDS,+,b0228,NC_000913.3
3'rayT,248135,248245,3'UTR,+,b0228,NC_000913.3
3'lfhA,248246,248357,3'UTR,-,b0229,NC_000913.3
lfhA,248358,250070,pseudogene,-,b0229,NC_000913.3
lafU,250071,250827,pseudogene,+,b0230,NC_000913.3
3'lafU,250828,250862,3'UTR,+,b0230,NC_000913.3
5'dinB,250863,250897,5'UTR,+,b0231,NC_000913.3
dinB,250898,251953,CDS,+,b0231,NC_000913.3
3'dinB,251954,251978,3'UTR,+,b0231,NC_000913.3
5'yafN,251979,252004,5'UTR,+,b0232,NC_000913.3
yafN,252005,252300,CDS,+,b0232,NC_000913.3
yafO,252301,252708,CDS,+,b0233,NC_000913.3
yafP,252709,253161,CDS,+,b0234,NC_000913.3
3'yafP,253162,253201,3'UTR,+,b0234,NC_000913.3
5'ykfJ,253202,253466,5'UTR,+,b0235,NC_000913.3
ykfJ,253467,253733,pseudogene,+,b0235,NC_000913.3
prfH,253702,254202,pseudogene,+,b0236,NC_000913.3
3'prfH,254203,254230,3'UTR,+,b0236,NC_000913.3
3'pepD,254231,254258,3'UTR,-,b0237,NC_000913.3
pepD,254259,255716,CDS,-,b0237,NC_000913.3
5'pepD,255717,255846,5'UTR,-,b0237,NC_000913.3
5'gpt,255847,255976,5'UTR,+,b0238,NC_000913.3
gpt,255977,256435,CDS,+,b0238,NC_000913.3
3'gpt,256436,256475,3'UTR,+,b0238,NC_000913.3
5'frsA,256476,256526,5'UTR,+,b0239,NC_000913.3
frsA,256527,257771,CDS,+,b0239,NC_000913.3
3'frsA,257772,257799,3'UTR,+,b0239,NC_000913.3
5'crl,257800,257828,5'UTR,+,b0240,NC_000913.3
crl,257829,259044,pseudogene,+,b0240,NC_000913.3
crl,257829,257899,CDS,+,b0240,NC_000913.3
insB9,257923,258426,CDS,-,b4710,NC_000913.3
insA9,258345,258620,CDS,-,b4709,NC_000913.3
5'insA9,258621,258647,5'UTR,-,b4709,NC_000913.3
5'crl,258648,258675,5'UTR,+,b0240,NC_000913.3
crl,258676,259006,CDS,+,b0240,NC_000913.3
phoE,259045,260100,CDS,-,b0241,NC_000913.3
5'phoE,260101,260243,5'UTR,-,b0241,NC_000913.3
5'proB,260244,260387,5'UTR,+,b0242,NC_000913.3
proB,260388,261502,CDS,+,b0242,NC_000913.3
proA,261503,262756,CDS,+,b0243,NC_000913.3
3'proA,262757,262796,3'UTR,+,b0243,NC_000913.3
5'thrW,262797,262860,tRNA,+,b0244,NC_000913.3
thrW,262861,262956,tRNA,+,b0244,NC_000913.3
3'thrW,262957,263052,tRNA,+,b0244,NC_000913.3
3'ykfN,263053,263149,3'UTR,-,b4626,NC_000913.3
ykfN,263150,263212,pseudogene,-,b4626,NC_000913.3
5'ykfN,263213,263287,5'UTR,-,b4626,NC_000913.3
3'ykfI,263288,263327,3'UTR,-,b0245,NC_000913.3
ykfI,263328,263669,CDS,-,b0245,NC_000913.3
yafW,263670,264007,CDS,-,b0246,NC_000913.3
ykfH,264008,264255,CDS,-,b4504,NC_000913.3
ykfG,264256,264732,CDS,-,b0247,NC_000913.3
yafX,264733,265206,CDS,-,b0248,NC_000913.3
5'yafX,265207,265263,5'UTR,-,b0248,NC_000913.3
3'ykfF,265264,265303,3'UTR,-,b0249,NC_000913.3
ykfF,265304,265543,CDS,-,b0249,NC_000913.3
5'ykfF,265544,265581,5'UTR,-,b0249,NC_000913.3
3'ykfB,265582,265619,3'UTR,-,b0250,NC_000913.3
ykfB,265620,266087,CDS,-,b0250,NC_000913.3
yafY,266088,266553,CDS,-,b0251,NC_000913.3
ykfL,266553,266774,pseudogene,-,b4627,NC_000913.3
ykfK,266775,266967,pseudogene,-,b4628,NC_000913.3
5'ykfK,266968,267143,5'UTR,-,b4628,NC_000913.3
3'yafZ,267144,267183,3'UTR,-,b0252,NC_000913.3
yafZ,267184,268005,CDS,-,b0252,NC_000913.3
5'yafZ,268006,268056,5'UTR,-,b0252,NC_000913.3
3'ykfA,268057,268096,3'UTR,-,b0253,NC_000913.3
ykfA,268097,268960,CDS,-,b0253,NC_000913.3
5'ykfA,268961,269248,5'UTR,-,b0253,NC_000913.3
3'perR,269249,269288,3'UTR,-,b0254,NC_000913.3
perR,269289,270182,CDS,-,b0254,NC_000913.3
5'perR,270183,270229,5'UTR,-,b0254,NC_000913.3
5'insN,270230,270277,5'UTR,+,b4587,NC_000913.3
insN,270278,270540,CDS,+,b4587,NC_000913.3
3'insN,270541,270571,3'UTR,+,b4587,NC_000913.3
5'insI1,270572,270602,5'UTR,+,b0256,NC_000913.3
insI1,270603,271754,CDS,+,b0256,NC_000913.3
insN,271755,272190,pseudogene,+,b4587,NC_000913.3
insN,271764,272190,CDS,+,b4587,NC_000913.3
3'insN,272191,272230,3'UTR,+,b4587,NC_000913.3
eyeA,272231,272714,ncRNA,+,b4690,NC_000913.3
5'ykfC,272715,272846,5'UTR,+,b0258,NC_000913.3
ykfC,272847,273992,CDS,+,b0258,NC_000913.3
3'ykfC,273993,274046,3'UTR,+,b0258,NC_000913.3
3'insH1,274047,274100,3'UTR,-,b0259,NC_000913.3
insH1,274101,275081,CDS,-,b0259,NC_000913.3
5'insH1,275082,275202,5'UTR,-,b0259,NC_000913.3
5'mmuP,275203,275324,5'UTR,+,b0260,NC_000913.3
mmuP,275325,276728,CDS,+,b0260,NC_000913.3
mmuM,276715,277647,CDS,+,b0261,NC_000913.3
3'mmuM,277648,277701,3'UTR,+,b0261,NC_000913.3
3'afuC,277702,277755,3'UTR,-,b0262,NC_000913.3
afuC,277756,278802,CDS,-,b0262,NC_000913.3
afuB,278803,279177,pseudogene,-,b0263,NC_000913.3
insB2,279178,279681,CDS,-,b0264,NC_000913.3
insA2,279600,279875,CDS,-,b0265,NC_000913.3
5'insA2,279876,279902,5'UTR,-,b0265,NC_000913.3
5'insI2,279903,279930,5'UTR,+,b4708,NC_000913.3
insI2,279931,1470518,pseudogene,+,b4708,NC_000913.3
insX,280114,280384,pseudogene,-,b4505,NC_000913.3
yagB,280385,280735,CDS,-,b0266,NC_000913.3
5'yagB,280736,280788,5'UTR,-,b0266,NC_000913.3
3'yagA,280789,280828,3'UTR,-,b0267,NC_000913.3
yagA,280829,281983,CDS,-,b0267,NC_000913.3
5'yagA,281984,282130,5'UTR,-,b0267,NC_000913.3
5'yagE,282131,282277,5'UTR,+,b0268,NC_000913.3
yagE,282278,283200,CDS,+,b0268,NC_000913.3
yagF,283201,285168,CDS,+,b0269,NC_000913.3
3'yagF,285169,285208,3'UTR,+,b0269,NC_000913.3
5'yagG,285209,285394,5'UTR,+,b0270,NC_000913.3
yagG,285395,286788,CDS,+,b0270,NC_000913.3
yagH,286789,288399,CDS,+,b0271,NC_000913.3
xynR,288400,289162,CDS,-,b0272,NC_000913.3
5'xynR,289163,289260,5'UTR,-,b0272,NC_000913.3
3'argF,289261,289300,3'UTR,-,b0273,NC_000913.3
argF,289301,290305,CDS,-,b0273,NC_000913.3
argL,290275,290370,CDS,-,b4766,NC_000913.3
5'argL,290371,290439,5'UTR,-,b4766,NC_000913.3
5'ykgS,290440,290509,5'UTR,+,b4688,NC_000913.3
ykgS,290510,290648,CDS,+,b4688,NC_000913.3
insB3,290649,291152,CDS,-,b0274,NC_000913.3
insA3,291071,291346,CDS,-,b0275,NC_000913.3
5'insA3,291347,291422,5'UTR,-,b0275,NC_000913.3
5'yagJ,291423,291499,5'UTR,+,b0276,NC_000913.3
yagJ,291500,292231,CDS,+,b0276,NC_000913.3
3'yagJ,292232,292276,3'UTR,+,b0276,NC_000913.3
3'yagK,292277,292321,3'UTR,-,b0277,NC_000913.3
yagK,292322,292948,CDS,-,b0277,NC_000913.3
5'yagK,292949,293179,5'UTR,-,b0277,NC_000913.3
3'yagL,293180,293219,3'UTR,-,b0278,NC_000913.3
yagL,293220,293944,CDS,-,b0278,NC_000913.3
yagM,293945,294799,CDS,-,b0279,NC_000913.3
5'yagM,294800,294877,5'UTR,-,b0279,NC_000913.3
3'ykgV,294878,294917,3'UTR,-,b4729,NC_000913.3
ykgV,294918,295142,CDS,-,b4729,NC_000913.3
yagN,295139,295579,CDS,-,b0280,NC_000913.3
5'yagN,295580,295655,5'UTR,-,b0280,NC_000913.3
3'intF,295656,295695,3'UTR,-,b0281,NC_000913.3
intF,295696,297096,CDS,-,b0281,NC_000913.3
5'intF,297097,297340,5'UTR,-,b0281,NC_000913.3
3'yagP,297341,297380,3'UTR,-,b0282,NC_000913.3
yagP,297381,297791,CDS,-,b0282,NC_000913.3
paoD,297770,298735,CDS,-,b0283,NC_000913.3
paoC,298736,300934,CDS,-,b0284,NC_000913.3
paoB,300931,301887,CDS,-,b0285,NC_000913.3
paoA,301884,302573,CDS,-,b0286,NC_000913.3
5'paoA,302574,302781,5'UTR,-,b0286,NC_000913.3
5'yagU,302782,302990,5'UTR,+,b0287,NC_000913.3
yagU,302991,303605,CDS,+,b0287,NC_000913.3
3'yagU,303606,303728,3'UTR,+,b0287,NC_000913.3
3'ykgJ,303729,303852,3'UTR,-,b0288,NC_000913.3
ykgJ,303853,304182,CDS,-,b0288,NC_000913.3
5'ykgJ,304183,304454,5'UTR,-,b0288,NC_000913.3
3'ecpE,304455,304494,3'UTR,-,b0289,NC_000913.3
ecpE,304495,305205,CDS,-,b0289,NC_000913.3
ecpD,305174,306817,CDS,-,b0290,NC_000913.3
ecpC,306807,309332,CDS,-,b0291,NC_000913.3
ecpB,309333,310026,CDS,-,b0292,NC_000913.3
5'ecpB,310027,310055,5'UTR,-,b0292,NC_000913.3
3'ecpA,310056,310083,3'UTR,-,b0293,NC_000913.3
ecpA,310084,310671,CDS,-,b0293,NC_000913.3
5'ecpA,310672,310708,5'UTR,-,b0293,NC_000913.3
3'matA,310709,310745,3'UTR,-,b0294,NC_000913.3
matA,310746,311336,CDS,-,b0294,NC_000913.3
5'matA,311337,311723,5'UTR,-,b0294,NC_000913.3
5'ykgL,311724,312111,5'UTR,+,b0295,NC_000913.3
ykgL,312112,312339,CDS,+,b0295,NC_000913.3
ykgO,312340,312514,CDS,-,b4506,NC_000913.3
ykgM,312514,312777,CDS,-,b0296,NC_000913.3
5'ykgM,312778,313100,5'UTR,-,b0296,NC_000913.3
3'ykgR,313101,313140,3'UTR,-,b4671,NC_000913.3
ykgR,313141,313242,CDS,-,b4671,NC_000913.3
5'ykgR,313243,313675,5'UTR,-,b4671,NC_000913.3
3'ykgP,313676,313715,3'UTR,-,b4630,NC_000913.3
ykgP,313716,313805,pseudogene,-,b4630,NC_000913.3
5'ykgP,313806,314080,5'UTR,-,b4630,NC_000913.3
5'eaeH,314081,314356,5'UTR,+,b0297,NC_000913.3
eaeH,314357,315244,pseudogene,+,b0297,NC_000913.3
3'eaeH,315245,315267,3'UTR,+,b0297,NC_000913.3
5'insE1,315268,315290,5'UTR,+,b0298,NC_000913.3
insE1,315291,315590,CDS,+,b0298,NC_000913.3
insF1,315587,316453,CDS,+,b0299,NC_000913.3
ykgA,316450,317136,pseudogene,-,b0300,NC_000913.3
5'ykgA,317137,317287,5'UTR,-,b0300,NC_000913.3
5'ykgQ,317288,317438,5'UTR,+,b4631,NC_000913.3
ykgQ,317439,317567,pseudogene,+,b4631,NC_000913.3
3'ykgQ,317568,317646,3'UTR,+,b4631,NC_000913.3
3'rclC,317647,317725,3'UTR,-,b0301,NC_000913.3
rclC,317726,318319,CDS,-,b0301,NC_000913.3
rclB,318320,318567,CDS,-,b0303,NC_000913.3
5'rclB,318568,318635,5'UTR,-,b0303,NC_000913.3
3'rclA,318636,318675,3'UTR,-,b0304,NC_000913.3
rclA,318676,320001,CDS,-,b0304,NC_000913.3
5'rclA,320002,320113,5'UTR,-,b0304,NC_000913.3
5'rclR,320114,320226,5'UTR,+,b0305,NC_000913.3
rclR,320227,321081,CDS,+,b0305,NC_000913.3
3'rclR,321082,321121,3'UTR,+,b0305,NC_000913.3
5'ykgE,321122,321607,5'UTR,+,b0306,NC_000913.3
ykgE,321608,322337,CDS,+,b0306,NC_000913.3
ykgF,322338,323765,CDS,+,b0307,NC_000913.3
ykgG,323758,324453,CDS,+,b0308,NC_000913.3
3'ykgG,324454,324574,3'UTR,+,b0308,NC_000913.3
3'ykgH,324575,324695,3'UTR,-,b0310,NC_000913.3
ykgH,324696,325364,CDS,-,b0310,NC_000913.3
5'ykgH,325365,325536,5'UTR,-,b0310,NC_000913.3
3'betA,325537,325576,3'UTR,-,b0311,NC_000913.3
betA,325577,327247,CDS,-,b0311,NC_000913.3
betB,327248,328733,CDS,-,b0312,NC_000913.3
betI,328734,329334,CDS,-,b0313,NC_000913.3
5'betI,329335,329398,5'UTR,-,b0313,NC_000913.3
5'betT,329399,329462,5'UTR,+,b0314,NC_000913.3
betT,329463,331496,CDS,+,b0314,NC_000913.3
3'betT,331497,331536,3'UTR,+,b0314,NC_000913.3
5'yahV,331537,331801,5'UTR,+,b4730,NC_000913.3
yahV,331802,331876,CDS,+,b4730,NC_000913.3
3'yahV,331877,331916,3'UTR,+,b4730,NC_000913.3
5'pdeL,331917,332370,5'UTR,+,b0315,NC_000913.3
pdeL,332371,333459,CDS,+,b0315,NC_000913.3
3'pdeL,333460,333479,3'UTR,+,b0315,NC_000913.3
3'yahB,333480,333500,3'UTR,-,b0316,NC_000913.3
yahB,333501,334433,CDS,-,b0316,NC_000913.3
5'yahB,334434,334484,5'UTR,-,b0316,NC_000913.3
3'yahC,334485,334524,3'UTR,-,b0317,NC_000913.3
yahC,334525,335022,CDS,-,b0317,NC_000913.3
5'yahC,335023,335150,5'UTR,-,b0317,NC_000913.3
5'yahD,335151,335279,5'UTR,+,b0318,NC_000913.3
yahD,335280,335924,CDS,+,b0318,NC_000913.3
yahE,335925,336788,CDS,+,b0319,NC_000913.3
yahF,336778,338325,CDS,+,b0320,NC_000913.3
yahG,338325,339743,CDS,+,b0321,NC_000913.3
yahH,339744,340089,CDS,+,b0322,NC_000913.3
3'yahH,340090,340126,3'UTR,+,b0322,NC_000913.3
5'yahI,340127,340164,5'UTR,+,b0323,NC_000913.3
yahI,340165,341124,CDS,+,b0323,NC_000913.3
yahJ,341125,342507,CDS,+,b0324,NC_000913.3
3'yahJ,342508,342547,3'UTR,+,b0324,NC_000913.3
5'yahK,342548,342883,5'UTR,+,b0325,NC_000913.3
yahK,342884,343933,CDS,+,b0325,NC_000913.3
3'yahK,343934,343973,3'UTR,+,b0325,NC_000913.3
5'yahL,343974,344175,5'UTR,+,b0326,NC_000913.3
yahL,344176,344991,CDS,+,b0326,NC_000913.3
3'yahL,344992,345031,3'UTR,+,b0326,NC_000913.3
5'yahM,345032,345403,5'UTR,+,b0327,NC_000913.3
yahM,345404,345665,CDS,+,b0327,NC_000913.3
yahN,345666,346337,CDS,-,b0328,NC_000913.3
5'yahN,346338,346410,5'UTR,-,b0328,NC_000913.3
5'yahO,346411,346483,5'UTR,+,b0329,NC_000913.3
yahO,346484,346759,CDS,+,b0329,NC_000913.3
3'yahO,346760,346807,3'UTR,+,b0329,NC_000913.3
3'prpR,346808,346856,3'UTR,-,b0330,NC_000913.3
prpR,346857,348443,CDS,-,b0330,NC_000913.3
5'prpR,348444,348562,5'UTR,-,b0330,NC_000913.3
5'prpB,348563,348681,5'UTR,+,b0331,NC_000913.3
prpB,348682,349572,CDS,+,b0331,NC_000913.3
3'prpB,349573,349612,3'UTR,+,b0331,NC_000913.3
5'prpC,349613,350011,5'UTR,+,b0333,NC_000913.3
prpC,350012,351214,CDS,+,b0333,NC_000913.3
prpD,351215,352705,CDS,+,b0334,NC_000913.3
prpE,352706,354592,CDS,+,b0335,NC_000913.3
3'prpE,354593,354632,3'UTR,+,b0335,NC_000913.3
5'codB,354633,354921,5'UTR,+,b0336,NC_000913.3
codB,354922,356181,CDS,+,b0336,NC_000913.3
codA,356171,357454,CDS,+,b0337,NC_000913.3
3'codA,357455,357622,3'UTR,+,b0337,NC_000913.3
3'cynR,357623,357790,3'UTR,-,b0338,NC_000913.3
cynR,357791,358690,CDS,-,b0338,NC_000913.3
5'cynR,358691,358744,5'UTR,-,b0338,NC_000913.3
5'cynT,358745,358798,5'UTR,+,b0339,NC_000913.3
cynT,358799,359458,CDS,+,b0339,NC_000913.3
cynS,359459,359991,CDS,+,b0340,NC_000913.3
cynX,359992,361146,CDS,+,b0341,NC_000913.3
3'cynX,361147,361197,3'UTR,+,b0341,NC_000913.3
3'lacA,361198,361248,3'UTR,-,b0342,NC_000913.3
lacA,361249,361860,CDS,-,b0342,NC_000913.3
5'lacA,361861,361893,5'UTR,-,b0342,NC_000913.3
3'lacY,361894,361925,3'UTR,-,b0343,NC_000913.3
lacY,361926,363179,CDS,-,b0343,NC_000913.3
5'lacY,363180,363205,5'UTR,-,b0343,NC_000913.3
3'lacZ,363206,363230,3'UTR,-,b0344,NC_000913.3
lacZ,363231,366305,CDS,-,b0344,NC_000913.3
5'lacZ,366306,366387,5'UTR,-,b0344,NC_000913.3
3'lacI,366388,366427,3'UTR,-,b0345,NC_000913.3
lacI,366428,367510,CDS,-,b0345,NC_000913.3
5'lacI,367511,367548,5'UTR,-,b0345,NC_000913.3
3'mhpR,367549,367586,3'UTR,-,b0346,NC_000913.3
mhpR,367587,368420,CDS,-,b0346,NC_000913.3
5'mhpR,368421,368515,5'UTR,-,b0346,NC_000913.3
5'mhpA,368516,368610,5'UTR,+,b0347,NC_000913.3
mhpA,368611,370275,CDS,+,b0347,NC_000913.3
mhpB,370276,371221,CDS,+,b0348,NC_000913.3
mhpC,371222,372105,CDS,+,b0349,NC_000913.3
mhpD,372106,372924,CDS,+,b0350,NC_000913.3
mhpF,372921,373871,CDS,+,b0351,NC_000913.3
mhpE,373868,374881,CDS,+,b0352,NC_000913.3
3'mhpE,374882,374921,3'UTR,+,b0352,NC_000913.3
5'mhpT,374922,375458,5'UTR,+,b0353,NC_000913.3
mhpT,375459,376670,CDS,+,b0353,NC_000913.3
3'mhpT,376671,376710,3'UTR,+,b0353,NC_000913.3
5'yaiL,376711,376771,5'UTR,+,b0354,NC_000913.3
yaiL,376772,377311,CDS,+,b0354,NC_000913.3
3'yaiL,377312,377422,3'UTR,+,b0354,NC_000913.3
3'frmB,377423,377534,3'UTR,-,b0355,NC_000913.3
frmB,377535,378368,CDS,-,b0355,NC_000913.3
5'frmB,378369,378421,5'UTR,-,b0355,NC_000913.3
3'frmA,378422,378461,3'UTR,-,b0356,NC_000913.3
frmA,378462,379571,CDS,-,b0356,NC_000913.3
frmR,379572,379881,CDS,-,b0357,NC_000913.3
5'frmR,379882,380028,5'UTR,-,b0357,NC_000913.3
3'yaiO,380029,380068,3'UTR,-,b0358,NC_000913.3
yaiO,380069,380843,CDS,-,b0358,NC_000913.3
yaiX,380844,381260,CDS,-,b4579,NC_000913.3
5'yaiX,381261,381305,5'UTR,-,b4579,NC_000913.3
5'insC1,381306,381350,5'UTR,+,b0360,NC_000913.3
insC1,381351,381716,CDS,+,b0360,NC_000913.3
insD1,381674,382579,CDS,+,b0361,NC_000913.3
yaiX,382580,382872,pseudogene,-,b4579,NC_000913.3
yaiX,382591,382872,CDS,-,b4579,NC_000913.3
yaiP,382739,383935,CDS,-,b0363,NC_000913.3
ykiC,383936,384079,CDS,+,b4731,NC_000913.3
yaiS,384059,384616,CDS,-,b0364,NC_000913.3
5'yaiS,384617,384923,5'UTR,-,b0364,NC_000913.3
5'tauA,384924,385231,5'UTR,+,b0365,NC_000913.3
tauA,385232,386194,CDS,+,b0365,NC_000913.3
tauB,386195,386974,CDS,+,b0366,NC_000913.3
tauC,386971,387798,CDS,+,b0367,NC_000913.3
tauD,387795,388646,CDS,+,b0368,NC_000913.3
3'tauD,388647,388699,3'UTR,+,b0368,NC_000913.3
3'hemB,388700,388752,3'UTR,-,b0369,NC_000913.3
hemB,388753,389727,CDS,-,b0369,NC_000913.3
5'hemB,389728,389988,5'UTR,-,b0369,NC_000913.3
5'yaiT,389989,390250,5'UTR,+,b4580,NC_000913.3
yaiT,390251,394418,pseudogene,+,b4580,NC_000913.3
yaiT,390251,391708,CDS,+,b4580,NC_000913.3
ytiB,391592,391648,CDS,-,b4767,NC_000913.3
5'ytiB,391649,391698,5'UTR,-,b4767,NC_000913.3
3'insF2,391699,391738,3'UTR,-,b0372,NC_000913.3
insF2,391739,392605,CDS,-,b0372,NC_000913.3
insE2,392602,392901,CDS,-,b0373,NC_000913.3
5'insE2,392902,392935,5'UTR,-,b0373,NC_000913.3
5'yaiT,392936,392969,5'UTR,+,b4580,NC_000913.3
yaiT,392970,394418,CDS,+,b4580,NC_000913.3
3'yaiT,394419,394458,3'UTR,+,b4580,NC_000913.3
5'iprA,394459,394505,5'UTR,+,b0375,NC_000913.3
iprA,394506,395129,CDS,+,b0375,NC_000913.3
ampH,395130,396287,CDS,-,b0376,NC_000913.3
5'ampH,396288,396462,5'UTR,-,b0376,NC_000913.3
5'sbmA,396463,396638,5'UTR,+,b0377,NC_000913.3
sbmA,396639,397859,CDS,+,b0377,NC_000913.3
yaiW,397860,398966,CDS,+,b0378,NC_000913.3
3'yaiW,398967,398995,3'UTR,+,b0378,NC_000913.3
3'yaiY,398996,399024,3'UTR,-,b0379,NC_000913.3
yaiY,399025,399333,CDS,-,b0379,NC_000913.3
5'yaiY,399334,399462,5'UTR,-,b0379,NC_000913.3
5'yaiZ,399463,399592,5'UTR,+,b0380,NC_000913.3
yaiZ,399593,399828,CDS,+,b0380,NC_000913.3
ddlA,399829,400923,CDS,-,b0381,NC_000913.3
5'ddlA,400924,401154,5'UTR,-,b0381,NC_000913.3
5'iraP,401155,401385,5'UTR,+,b0382,NC_000913.3
iraP,401386,401646,CDS,+,b0382,NC_000913.3
3'iraP,401647,401686,3'UTR,+,b0382,NC_000913.3
5'phoA,401687,401746,5'UTR,+,b0383,NC_000913.3
phoA,401747,403162,CDS,+,b0383,NC_000913.3
3'phoA,403163,403202,3'UTR,+,b0383,NC_000913.3
5'psiF,403203,403280,5'UTR,+,b0384,NC_000913.3
psiF,403281,403601,CDS,+,b0384,NC_000913.3
3'psiF,403602,403641,3'UTR,+,b0384,NC_000913.3
5'dgcC,403642,403702,5'UTR,+,b0385,NC_000913.3
dgcC,403703,404818,CDS,+,b0385,NC_000913.3
proC,404819,405644,CDS,-,b0386,NC_000913.3
5'proC,405645,405703,5'UTR,-,b0386,NC_000913.3
5'yaiI,405704,405763,5'UTR,+,b0387,NC_000913.3
yaiI,405764,406222,CDS,+,b0387,NC_000913.3
3'yaiI,406223,406262,3'UTR,+,b0387,NC_000913.3
5'aroL,406263,406404,5'UTR,+,b0388,NC_000913.3
aroL,406405,406929,CDS,+,b0388,NC_000913.3
3'aroL,406930,406953,3'UTR,+,b0388,NC_000913.3
5'yaiA,406954,406978,5'UTR,+,b0389,NC_000913.3
yaiA,406979,407170,CDS,+,b0389,NC_000913.3
3'yaiA,407171,407210,3'UTR,+,b0389,NC_000913.3
5'aroM,407211,407427,5'UTR,+,b0390,NC_000913.3
aroM,407428,408105,CDS,+,b0390,NC_000913.3
3'aroM,408106,408140,3'UTR,+,b0390,NC_000913.3
5'ppnP,408141,408176,5'UTR,+,b0391,NC_000913.3
ppnP,408177,408461,CDS,+,b0391,NC_000913.3
3'ppnP,408462,408501,3'UTR,+,b0391,NC_000913.3
5'ykiA,408502,408608,5'UTR,+,b0392,NC_000913.3
ykiA,408609,408950,pseudogene,+,b0392,NC_000913.3
ykiD,408947,409030,CDS,+,b4732,NC_000913.3
3'ykiD,409031,409068,3'UTR,+,b4732,NC_000913.3
3'rdgC,409069,409107,3'UTR,-,b0393,NC_000913.3
rdgC,409108,410019,CDS,-,b0393,NC_000913.3
5'rdgC,410020,410081,5'UTR,-,b0393,NC_000913.3
5'mak,410082,410143,5'UTR,+,b0394,NC_000913.3
mak,410144,411052,CDS,+,b0394,NC_000913.3
3'mak,411053,411174,3'UTR,+,b0394,NC_000913.3
3'araJ,411175,411296,3'UTR,-,b0396,NC_000913.3
araJ,411297,412481,CDS,-,b0396,NC_000913.3
5'araJ,412482,412566,5'UTR,-,b0396,NC_000913.3
3'sbcC,412567,412606,3'UTR,-,b0397,NC_000913.3
sbcC,412607,415753,CDS,-,b0397,NC_000913.3
