"RIL-seq RNA pairs identified in E. coli (stationary phase) by Melamed et. al., Moleceular Cell 2016 (Table S2)'. Coordinates - E. coli K12 MG1655 (NC_000913.2) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNA1 name,RNA2 name,# of chimeric fragments,# of libraries,Odds Ratio,Normalized Odds Ratio,Fisher's exact test p-value,Free energy of hybridization (kcal/mol),Genomic annotation of RNA1,Genomic annotation of RNA2,RNA1 description,RNA2 description,RNA1 from,RNA1 to,RNA1 strand,RNA2 from,RNA2 to,RNA2 strand,Other fragments of RNA1,Other fragments of RNA2,Total other fragments,RNA1 in total RNA (# of reads),RNA2 in total RNA (# of reads),RNA1 IP/Total ratio,RNA2 IP/Total ratio,RNA1 EcoCyc ID,RNA2 EcoCyc ID,Code,Number
ygfZ.AS,arcZ,18,U,182.3,14.1,9.93E-24,-4.8,AS,sRNA,Hda suppressor; also involved in methylthio modification at 2-methylthio-6-iodeadenosine in tRNA,-,3039958,3040010,-,3348696,3348720,+,12,189806,23065970,6,3175,9.4,111.9,G7511.AS,G0-8871,arcZ::ygfZ.AS,276
yciF.AS,arcZ,15,U,28.0,13.5,9.34E-10,-3.7,AS,sRNA,predicted rubrerythrin/ferritin-like metal-binding protein,-,1313325,1313383,+,3348700,3348718,+,65,189809,23065917,2,3175,74.9,111.9,EG11126.AS,G0-8871,arcZ::yciF.AS,253
yegT,arcZ,10,U,173.6,13.3,1.18E-10,-9.5,CDS,sRNA,"nucleoside transporter, low affinity",-,2178039,2178078,+,3348700,3348719,+,7,189814,23065975,3,3175,10.6,111.9,G7130,G0-8871,arcZ::yegT,265
btuE.btuC.IGT,arcZ,48,3,31.2,13.2,1.89E-44,-4.0,IGT,sRNA,glutathione peroxidase : vitamin B12 transporter subunit: membrane component of ABC superfamily,-,1792118,1792226,-,3348699,3348719,+,187,189776,23065795,9,3175,48.9,111.9,EG10129.EG10127.IGT,G0-8871,arcZ::btuE.btuC.IGT,28
ybdK,arcZ,16,1,13.1,13.1,3.72E-06,-2.8,CDS,sRNA,weak gamma-glutamyl:cysteine ligase,-,606606,606631,-,3348700,3348719,+,148,189808,23065834,1,3175,306.9,111.9,G6326,G0-8871,arcZ::ybdK,241
brnQ.5UTR,arcZ,31,1,19.0,13.1,3.87E-21,-3.5,5UTR,sRNA,"Branched-chain amino acid transport system 2 carrier protein; LIV-II transport system for Ile, Leu, and Val",-,418717,418744,+,3348699,3348719,+,198,189793,23065784,5,3175,85.7,111.9,EG12168.5UTR,G0-8871,arcZ::brnQ,27
sppA,arcZ,39,2,12.8,12.8,4.36E-22,-5.2,CDS,sRNA,protease IV (signal peptide peptidase),-,1848116,1848272,+,3348701,3348719,+,384,182519,23072864,6,1583,131.9,215.8,EG10968,G0-8871,arcZ::sppA,203
yijD.AS,arcZ,44,2,82.3,12.4,2.50E-55,-18.5,AS,sRNA,"inner membrane protein, DUF1422 family",-,4159934,4160100,-,3348681,3348719,+,65,189780,23065917,12,3175,17.0,111.9,EG11395.AS,G0-8871,arcZ::yijD.AS,290
yciT,arcZ,109,2,22.3,12.3,2.28E-93,-8.1,CDS,sRNA,global regulator of transcription; DeoR family,-,1342258,1342388,-,3348684,3348719,+,595,189715,23065387,22,3175,59.9,111.9,G6638,G0-8871,arcZ::yciT,255
lapB.pyrF.IGT,arcZ,33,2,17.8,12.3,4.80E-22,-4.3,IGT,sRNA,- : orotidine-5'-phosphate decarboxylase,-,1339776,1339880,+,3348701,3348720,+,234,182525,23073014,6,1583,83.3,215.8,EG12691.EG10809.IGT,G0-8871,arcZ::lapB.pyrF.IGT,103
rcnR,arcZ,23,1,25.6,12.2,5.82E-17,-3.2,CDS,sRNA,DNA-binding transcriptional repressor of rcnA,-,2183604,2183683,-,3348694,3348718,+,109,189801,23065873,4,3175,61.8,111.9,G7137,G0-8871,arcZ::rcnR,176
yphB,arcZ,12,U,45.6,12.1,7.06E-09,-5.7,CDS,sRNA,conserved protein,-,2671921,2671965,-,3348699,3348719,+,32,189812,23065950,2,3175,41.2,111.9,G7338,G0-8871,arcZ::yphB,306
cstA.5UTR,arcZ,2077,3,34.7,11.8,0.00E+00,-8.9,5UTR,sRNA,carbon starvation protein,-,629015,629454,+,3348641,3348721,+,7361,187747,23058621,497,3175,35.5,111.9,EG10167.5UTR,G0-8871,arcZ::cstA,37
yfaY,arcZ,65,3,18.9,11.8,1.02E-49,-11.2,CDS,sRNA,conserved protein,-,2361506,2361678,-,3348684,3348719,+,417,189759,23065565,13,3175,69.4,111.9,G7162,G0-8871,arcZ::yfaY,266
yjfY,arcZ,70,2,13.9,11.4,9.35E-46,-8.6,CDS,sRNA,predicted protein,-,4422545,4422797,-,3348700,3348720,+,610,189754,23065372,14,3175,90.9,111.9,G7861,G0-8871,arcZ::yjfY,292
slp.dctR.IGT,arcZ,74,3,11.2,11.2,1.38E-42,-5.4,IGT,sRNA,outer membrane lipoprotein : predicted DNA-binding ranscriptional regulator,-,3652605,3652784,+,3348701,3348719,+,834,182484,23072414,3,1583,566.4,215.8,EG11890.EG11889.IGT,G0-8871,arcZ::slp.dctR.IGT,201
yqjA.5UTR,arcZ,560,3,11.2,11.2,0.00E+00,-11.0,5UTR,sRNA,"required, with yghB, for membrane integrity; inner membrane protein",-,3245572,3245991,+,3348684,3348721,+,6118,189264,23059864,60,3175,208.3,111.9,G7609.5UTR,G0-8871,arcZ::yqjA,313
yhjY,arcZ,47,2,11.0,11.0,6.56E-25,-5.7,CDS,sRNA,conserved protein,-,3710827,3710889,-,3348690,3348719,+,518,189777,23065464,5,3175,211.5,111.9,EG12269,G0-8871,arcZ::yhjY,282
yegE.EST3UTR,arcZ,15,U,61.2,10.2,5.26E-14,-8.3,3UTR,sRNA,"predicted diguanylate cyclase, GGDEF domain signaling protein",-,2144622,2144677,+,3348718,3348720,+,31,182543,23073217,4,1583,21.5,215.8,EG12396.EST3UTR.84,G0-8871,arcZ::yegE.3UTR,264
yfdI.yfdK.IGR,arcZ,10,U,38.3,9.9,6.56E-06,-4.8,IGR,sRNA,- : CPS-53 (KpLE1) prophage; conserved protein,-,2468769,2468788,+,3348716,3348719,+,33,182548,23073215,2,1583,40.2,215.8,G7221.G7223.IGR,G0-8871,arcZ::yfdI.yfdK.IGR,271
ygfT,arcZ,14,U,29.5,9.8,4.83E-09,-3.1,CDS,sRNA,fused predicted oxidoreductase: Fe-S subunit/nucleotide-binding subunit,-,3028839,3028919,-,3348702,3348719,+,60,182544,23073188,3,1583,46.2,215.8,G7506,G0-8871,arcZ::ygfT,275
bamE,arcZ,460,3,69.9,9.8,0.00E+00,-10.2,CDS,sRNA,lipoprotein component of BamABCDE OM biogenesis complex,-,2751505,2751850,+,3348633,3348720,+,801,189364,23065181,161,3175,14.7,111.9,EG10952,G0-8871,arcZ::bamE,24
isrC,arcZ,12,1,13.1,9.7,2.66E-03,-2.9,other-ncRNA,sRNA,-,-,2069368,2069396,+,3348699,3348719,+,111,189812,23065871,2,3175,115.1,111.9,G0-8905,G0-8871,arcZ::isrC,4
yahH.yahG.IGR,arcZ,19,U,17.9,9.6,1.59E-10,-6.0,IGR,sRNA,conserved protein : -,-,339013,339020,-,3348700,3348719,+,129,189805,23065853,4,3175,69.2,111.9,G0-10550.G6186.IGR,G0-8871,arcZ::yahH.yahG.IGR,238
ydcI,arcZ,125,2,40.5,8.3,1.12E-135,-6.9,CDS,sRNA,predicted DNA-binding transcriptional regulator,-,1492643,1492891,-,3348690,3348720,+,375,189699,23065607,43,3175,21.8,111.9,G6737,G0-8871,arcZ::ydcI,257
yhjY.tag.IGR,arcZ,15,U,32.0,8.3,1.73E-10,-2.8,IGR,sRNA,"conserved protein : 3-methyl-adenine DNA glycosylase I, constitutive",-,3710920,3711085,+,3348700,3348719,+,57,189809,23065925,4,3175,33.7,111.9,EG12269.EG10986.IGR,G0-8871,arcZ::yhjY.tag.IGR,283
ypfM,arcZ,1107,3,28.8,8.2,0.00E+00,-7.7,CDS,sRNA,hypothetical protein,-,2588774,2589067,-,3348684,3348720,+,4696,188717,23061286,368,3175,29.5,111.9,G0-8888,G0-8871,arcZ::ypfM,305
sdaC,arcZ,76,2,24.4,8.0,3.15E-66,-6.6,CDS,sRNA,predicted serine transporter,-,2926167,2926263,+,3348686,3348720,+,379,189748,23065603,24,3175,35.5,111.9,EG12142,G0-8871,arcZ::sdaC,196
flxA.5UTR,arcZ,23,1,12.0,7.9,2.52E-10,-5.2,5UTR,sRNA,Qin prophage; predicted protein,-,1644121,1644485,+,3348699,3348720,+,233,189801,23065749,6,3175,79.8,111.9,G6833.5UTR,G0-8871,arcZ::flxA,54
rspA.AS,arcZ,11,U,32.3,7.9,2.39E-06,-5.2,AS,sRNA,bifunctional D-altronate/D-mannonate dehydratase,-,1652514,1652686,+,3348702,3348719,+,43,182547,23073205,3,1583,33.7,215.8,G6839.AS,G0-8871,arcZ::rspA.AS,194
ycgV,arcZ,12,U,22.4,7.8,9.59E-06,-8.9,CDS,sRNA,predicted adhesin,-,1253442,1253530,-,3348699,3348720,+,65,189812,23065917,3,3175,48.0,111.9,G6629,G0-8871,arcZ::ycgV,250
ycaC,arcZ,575,3,22.0,7.8,0.00E+00,-3.6,CDS,sRNA,"predicted hydrolase, isochorismatase family",-,944450,944840,-,3348692,3348720,+,3186,189249,23062796,191,3175,36.8,111.9,EG11241,G0-8871,arcZ::ycaC,246
ptrB,arcZ,12,1,50.6,7.7,2.37E-09,0.1,CDS,sRNA,protease II,-,1926140,1926180,-,3348712,3348719,+,30,182546,23073218,4,1583,19.6,215.8,EG11004,G0-8871,arcZ::ptrB,166
waaZ.waaY.IGT,arcZ,38,2,21.5,7.5,8.31E-29,-2.7,IGT,sRNA,- : -,-,3798250,3798355,-,3348698,3348719,+,215,189786,23065767,12,3175,39.5,111.9,EG11426.EG11425.IGT,G0-8871,arcZ::waaZ.waaY.IGT,233
tabA,arcZ,27,1,16.7,7.5,2.20E-16,-4.2,CDS,sRNA,biofilm modulator regulated by toxins,-,4473105,4473255,+,3348692,3348719,+,197,189797,23065785,8,3175,52.4,111.9,G7883,G0-8871,arcZ::tabA,209
yjgA,arcZ,76,2,41.1,7.4,6.01E-81,-7.1,CDS,sRNA,"conserved protein, ribosome-associated",-,4455706,4455799,-,3348700,3348720,+,225,189748,23065757,29,3175,19.4,111.9,EG11410,G0-8871,arcZ::yjgA,293
clcA,arcZ,41,2,17.3,7.3,4.19E-28,-5.9,CDS,sRNA,"chloride channel, voltage-gated",-,176418,176500,+,3348693,3348720,+,288,189783,23065694,13,3175,47.4,111.9,EG12331,G0-8871,arcZ::clcA,29
waaS,arcZ,25,1,7.2,7.2,7.02E-07,-3.1,CDS,sRNA,-,-,3802614,3802664,-,3348715,3348720,+,441,182533,23072807,6,1583,145.3,215.8,EG11350,G0-8871,arcZ::waaS,232
mglC,arcZ,18,1,32.2,7.1,1.14E-13,-2.4,CDS,sRNA,methyl-galactoside transporter subunit,-,2235615,2235669,-,3348699,3348720,+,68,189806,23065914,6,3175,26.8,111.9,EG10594,G0-8871,arcZ::mglC,121
sfsA,arcZ,60,2,34.7,7.0,3.45E-59,-6.1,CDS,sRNA,predicted DNA-binding transcriptional regulator,-,161302,161395,-,3348699,3348720,+,210,189764,23065772,23,3175,22.0,111.9,EG10949,G0-8871,arcZ::sfsA,200
dgt,arcZ,10,U,25.8,6.9,1.92E-04,-2.4,CDS,sRNA,deoxyguanosine triphosphate triphosphohydrolase,-,180117,180153,+,3348717,3348719,+,49,182548,23073199,3,1583,36.8,215.8,EG10225,G0-8871,arcZ::dgt,40
cysA,arcZ,69,2,24.7,6.7,4.59E-60,-7.4,CDS,sRNA,sulfate/thiosulfate transporter subunit,-,2538216,2538288,-,3348685,3348720,+,339,189755,23065643,26,3175,29.4,111.9,EG10183,G0-8871,arcZ::cysA,38
ygiM,arcZ,157,3,14.3,6.6,2.73E-110,-5.9,CDS,sRNA,SH3 domain protein,-,3199215,3199675,+,3348698,3348720,+,1331,189667,23064651,57,3175,48.9,111.9,EG12434,G0-8871,arcZ::ygiM,278
ydeK,arcZ,17,U,22.2,6.5,2.88E-10,-5.3,CDS,sRNA,-,-,1592941,1593019,-,3348702,3348719,+,97,182541,23073151,6,1583,35.6,215.8,EG11780,G0-8871,arcZ::ydeK,258
recB,arcZ,21,1,29.7,6.4,3.47E-16,-6.9,CDS,sRNA,"exonuclease V (RecBCD complex), beta subunit",-,2951184,2951259,-,3348699,3348719,+,86,189803,23065896,8,3175,25.0,111.9,EG10824,G0-8871,arcZ::recB,179
guaA.guaB.IGT,arcZ,35,1,9.5,6.4,2.68E-15,-2.2,IGT,sRNA,GMP synthetase (glutamine aminotransferase) : IMP dehydrogenase,-,2630537,2630598,-,3348699,3348719,+,448,189789,23065534,12,3175,75.3,111.9,EG10420.EG10421.IGT,G0-8871,arcZ::guaA.guaB.IGT,83
preT,arcZ,88,3,19.9,6.1,1.02E-70,-5.0,CDS,sRNA,-,-,2232013,2232487,+,3348692,3348720,+,537,189736,23065445,36,3175,32.5,111.9,G7145,G0-8871,arcZ::preT,163
alaA.lrhA.IGR,arcZ,104,2,7.1,6.0,6.73E-44,-14.7,IGR,sRNA,"DNA-binding transcriptional repressor of flagellar, motility and chemotaxis genes : valine-pyruvate aminotransferase 2",-,2404702,2404798,-,3348684,3348720,+,1792,189720,23064190,39,3175,91.0,111.9,G7184.EG12123.IGR,G0-8871,alaA.lrhA.IGR::arcZ,111
gsk,arcZ,19,U,19.2,6.0,4.78E-11,-4.0,CDS,sRNA,inosine/guanosine kinase,-,499746,499808,+,3348688,3348720,+,120,189805,23065862,7,3175,37.2,111.9,EG11102,G0-8871,arcZ::gsk,82
gltJ,arcZ,26,1,6.9,6.0,6.23E-07,-2.5,CDS,sRNA,glutamate and aspartate transporter subunit,-,685856,685864,-,3348699,3348721,+,461,189798,23065521,9,3175,101.3,111.9,EG12661,G0-8871,arcZ::gltJ,72
yfjU.yfjT.IGR,arcZ,28,1,7.1,5.9,3.03E-08,-1.7,IGR,sRNA,CP4-57 prophage; predicted protein : -,-,2769594,2769759,-,3348697,3348720,+,478,189796,23065504,10,3175,94.7,111.9,G7373.G7372.IGR,G0-8871,arcZ::yfjU.yfjT.IGR,273
msrA.5UTR,arcZ,12,U,12.6,5.8,4.22E-03,-4.4,5UTR,sRNA,methionine sulfoxide reductase A,-,4440214,4440291,-,3348700,3348720,+,116,189812,23065866,4,3175,59.9,111.9,EG11433.5UTR,G0-8871,arcZ::msrA,128
mcbR.EST5UTR,arcZ,39,2,50.4,5.8,5.60E-42,-3.0,5UTR,sRNA,"colanic acid and biofilm gene transcriptional regulator, MqsR-controlled",-,1518158,1518263,+,3348696,3348720,+,94,189785,23065888,20,3175,12.4,111.9,G6761.EST5UTR.74,G0-8871,arcZ::mcbR,117
argE.ppc.IGR,arcZ,28,1,353.9,5.6,2.43E-44,-3.0,IGR,sRNA,phosphoenolpyruvate carboxylase : acetylornithine deacetylase,-,4151596,4151721,-,3348701,3348719,+,10,182530,23073238,42,1583,1.7,215.8,EG11286.EG10756.IGR,G0-8871,arcZ::argE.ppc.IGR,161
flhD.5UTR,arcZ,66,3,6.3,5.6,1.66E-23,-13.9,5UTR,sRNA,DNA-binding transcriptional dual regulator with FlhC,-,1976234,1976367,-,3348684,3348720,+,1267,189758,23064715,26,3175,95.9,111.9,EG10320.5UTR,G0-8871,arcZ::flhD,52
gpsA,arcZ,708,3,12.7,5.5,0.00E+00,-11.0,CDS,sRNA,glycerol-3-phosphate dehydrogenase (NAD+),-,3780403,3780900,-,3348685,3348720,+,6810,189116,23059172,309,3175,45.5,111.9,EG20091,G0-8871,arcZ::gpsA,78
mlaF,arcZ,61,2,14.6,5.5,2.33E-40,-8.1,CDS,sRNA,"ABC transporter maintaining OM lipid asymmetry, ATP-binding protein",-,3337304,3337495,-,3348701,3348719,+,528,182497,23072720,27,1583,40.8,215.8,EG12801,G0-8871,arcZ::mlaF,123
prlC,arcZ,62,3,46.5,5.5,6.45E-68,-8.7,CDS,sRNA,oligopeptidase A,-,3643006,3643195,-,3348699,3348719,+,162,189762,23065820,33,3175,12.7,111.9,EG11441,G0-8871,arcZ::prlC,165
mnmE,arcZ,58,2,34.9,5.5,3.47E-57,-7.1,CDS,sRNA,GTPase,-,3885935,3886190,+,3348695,3348719,+,202,189766,23065780,29,3175,16.8,111.9,EG10997,G0-8871,arcZ::mnmE,124
ylaB,arcZ,15,U,11.7,5.3,8.53E-05,-5.6,CDS,sRNA,predicted cyclic-di-GMP phosphodiesterase,-,476522,476878,-,3348701,3348719,+,162,182543,23073086,6,1583,55.2,215.8,G6252,G0-8871,arcZ::ylaB,295
asd.yhgN.IGR,arcZ,17,U,33.9,5.3,6.05E-13,-4.3,IGR,sRNA,"aspartate-semialdehyde dehydrogenase, NAD(P)-binding : predicted antibiotic transporter",-,3572947,3573063,+,3348700,3348719,+,61,189807,23065921,8,3175,18.2,111.9,EG10088.G7753.IGR,G0-8871,arcZ::asd.yhgN.IGR,21
ybcW.AS,arcZ,11,U,30.9,5.2,1.22E-06,-3.6,AS,sRNA,DLP12 prophage; predicted protein,-,579214,579283,-,3348701,3348720,+,45,182547,23073203,5,1583,21.0,215.8,G6314.AS,G0-8871,arcZ::ybcW.AS,239
rcsC,arcZ,12,U,42.9,5.1,1.28E-08,-4.2,CDS,sRNA,hybrid sensory kinase in two-component regulatory system with RcsB and YojN,-,2315917,2315988,-,3348700,3348718,+,34,189812,23065948,6,3175,14.3,111.9,EG10822,G0-8871,arcZ::rcsC,177
gmr,arcZ,77,3,7.4,5.0,1.87E-32,-6.6,CDS,sRNA,cyclic-di-GMP phosphodiesterase; csgD regulator; modulator of Rnase II stability,-,1344359,1344785,-,3348692,3348720,+,1270,189747,23064712,35,3175,72.0,111.9,G6639,G0-8871,arcZ::gmr,75
yeaE,arcZ,26,2,26.1,4.9,5.06E-20,-4.4,CDS,sRNA,"aldo-keto reductase, methylglyoxal to acetol, NADPH-dependent",-,1863160,1863347,-,3348699,3348719,+,121,189798,23065861,13,3175,21.2,111.9,G6967,G0-8871,arcZ::yeaE,262
ybiJ.EST3UTR,arcZ,12,U,31.0,4.9,3.26E-07,-1.2,3UTR,sRNA,predicted protein,-,836839,836845,-,3348715,3348719,+,49,182546,23073199,6,1583,19.0,215.8,EG12422.EST3UTR.61,G0-8871,arcZ::ybiJ.3UTR,245
uspB.5UTR,arcZ,79,3,23.8,4.8,2.77E-68,-2.1,5UTR,sRNA,universal stress (ethanol tolerance) protein B,-,3637804,3637870,-,3348700,3348719,+,404,189745,23065578,42,3175,21.5,111.9,EG12231.5UTR,G0-8871,arcZ::uspB,227
G0-10697.ychE.IGR,arcZ,22,1,46.9,4.8,7.03E-21,-11.2,IGR,sRNA,predicted inner membrane protein : -,-,1298029,1298485,-,3348684,3348720,+,57,189802,23065925,13,3175,11.4,111.9,G0-10697.EG11342.IGR,G0-8871,G0-10697.ychE.IGR::arcZ,251
betT,arcZ,47,2,58.3,4.8,5.23E-54,-6.3,CDS,sRNA,choline transporter of high affinity,-,328648,328741,+,3348690,3348720,+,98,189777,23065884,31,3175,8.8,111.9,EG10112,G0-8871,arcZ::betT,25
gnsB,arcZ,441,3,4.7,4.7,8.83E-140,-4.1,CDS,sRNA,Qin prophage; multicopy suppressor of secG(Cs) and fabA6(Ts),-,1635611,1635871,-,3348668,3348720,+,11353,189383,23054629,119,3175,185.5,111.9,G6823,G0-8871,arcZ::gnsB,76
lptF,arcZ,49,2,15.9,4.7,5.77E-33,-3.6,CDS,sRNA,lipopolysaccharide export ABC permease of the LptBFGC export complex,-,4484726,4484879,+,3348692,3348719,+,375,189775,23065607,25,3175,31.7,111.9,G7888,G0-8871,arcZ::lptF,109
ompF,arcZ,259,2,8.0,4.7,3.15E-128,-3.9,CDS,sRNA,outer membrane porin 1a (Ia;b;F),-,985901,986100,-,3348693,3348720,+,3939,189565,23062043,129,3175,60.9,111.9,EG10671,G0-8871,arcZ::ompF,141
kptA,arcZ,60,2,7.4,4.7,3.45E-24,-8.9,CDS,sRNA,RNA 2'-phosphotransferase,-,4558915,4559185,+,3348699,3348719,+,990,189764,23064992,29,3175,67.8,111.9,G7928,G0-8871,arcZ::kptA,101
tmcA,arcZ,12,U,27.0,4.6,1.40E-06,-6.3,CDS,sRNA,Elongator methionine tRNA (ac4C34) acetyltransferase,-,2592731,2592875,-,3348686,3348719,+,54,189812,23065928,6,3175,20.6,111.9,G7297,G0-8871,arcZ::tmcA,217
yfbV,arcZ,73,2,10.2,4.6,2.56E-39,-10.5,CDS,sRNA,"inner membrane protein, UPF0208 family",-,2411113,2411181,-,3348688,3348719,+,869,189751,23065113,37,3175,47.6,111.9,G7189,G0-8871,arcZ::yfbV,268
fliF,arcZ,34,2,10.7,4.5,3.26E-16,-5.1,CDS,sRNA,flagellar basal-body MS-ring and collar protein,-,2012742,2012850,+,3348699,3348720,+,387,189790,23065595,17,3175,46.3,111.9,EG11347,G0-8871,arcZ::fliF,53
ompT,arcZ,94,2,10.5,4.5,3.72E-53,-10.7,CDS,sRNA,DLP12 prophage; outer membrane protease VII (outer membrane protein 3b),-,583903,584270,-,3348684,3348720,+,1084,189730,23064898,49,3175,45.0,111.9,EG10673,G0-8871,arcZ::ompT,143
helD,arcZ,48,2,15.9,4.4,3.70E-32,-14.0,CDS,sRNA,DNA helicase IV,-,1023809,1024044,+,3348684,3348719,+,368,189776,23065614,26,3175,29.9,111.9,EG10426,G0-8871,arcZ::helD,86
ynfK,arcZ,146,3,8.5,4.4,1.82E-73,-8.6,CDS,sRNA,predicted dethiobiotin synthetase,-,1665128,1665294,-,3348687,3348719,+,2090,189678,23063892,77,3175,54.3,111.9,G6851,G0-8871,arcZ::ynfK,301
aphA,arcZ,19,2,26.4,4.4,2.40E-13,-4.5,CDS,sRNA,"acid phosphatase/phosphotransferase, class B, non-specific",-,4267901,4267962,+,3348702,3348720,+,91,182539,23073157,11,1583,18.7,215.8,EG11934,G0-8871,aphA::arcZ,18
C0719.AS,arcZ,12,U,19.2,4.4,4.93E-05,-1.4,AS,sRNA,-,-,3119579,3119596,-,3348695,3348719,+,76,189812,23065906,6,3175,27.4,111.9,G0-8912.AS,G0-8871,C0719.AS::arcZ,1
metN,arcZ,22,U,9.9,4.3,4.32E-08,-7.6,CDS,sRNA,DL-methionine transporter subunit,-,222374,222714,-,3348688,3348719,+,269,189802,23065713,11,3175,49.5,111.9,EG11621,G0-8871,arcZ::metN,119
kdsC,arcZ,45,2,81.6,4.3,1.38E-56,-4.1,CDS,sRNA,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,-,3340501,3340543,+,3348691,3348719,+,67,189779,23065915,37,3175,5.7,111.9,G7663,G0-8871,arcZ::kdsC,98
yaeP,arcZ,110,2,21.8,4.0,2.45E-93,-10.4,CDS,sRNA,conserved protein,-,214010,214164,-,3348684,3348720,+,614,189714,23065368,70,3175,19.4,111.9,G372,G0-8871,arcZ::yaeP,236
ynaE,arcZ,239,2,4.8,3.8,5.19E-75,-12.6,CDS,sRNA,Rac prophage; predicted DNA-binding transcriptional regulator,-,1432105,1432297,-,3348687,3348720,+,6045,189585,23059937,141,3175,83.4,111.9,G6698,G0-8871,arcZ::ynaE,298
ynfC,arcZ,10,U,20.7,3.8,1.29E-03,-6.1,CDS,sRNA,"lipoprotein, UPF0257 family",-,1655158,1655197,-,3348702,3348719,+,61,182548,23073187,6,1583,22.1,215.8,G6843,G0-8871,arcZ::ynfC,299
rsmI,arcZ,13,U,20.0,3.7,4.27E-06,-2.2,CDS,sRNA,"16S rRNA C1402 ribose 2'-O-methyltransferase, SAM-dependent",-,3290817,3290900,-,3348700,3348719,+,79,189811,23065903,8,3175,21.5,111.9,G7641,G0-8871,arcZ::rsmI,193
oppA,arcZ,233,3,26.8,3.6,3.18E-221,-10.7,CDS,sRNA,oligopeptide transporter subunit,-,1300411,1300487,+,3348684,3348720,+,1058,189591,23064924,173,3175,14.0,111.9,EG10674,G0-8871,arcZ::oppA,145
yadD,arcZ,31,U,3.6,3.6,2.02E-02,-7.2,CDS,sRNA,predicted transposase,-,147422,147791,+,3348688,3348719,+,1051,189793,23064931,12,3175,168.7,111.9,EG11748,G0-8871,arcZ::yadD,235
yicH,arcZ,14,U,60.8,3.5,1.21E-12,-6.4,CDS,sRNA,conserved protein,-,3829914,3830031,+,3348699,3348719,+,28,189810,23065954,12,3175,6.5,111.9,EG11684,G0-8871,arcZ::yicH,286
sucD,arcZ,493,3,7.8,3.5,2.59E-244,-7.0,CDS,sRNA,"succinyl-CoA synthetase, NAD(P)-binding, alpha subunit",-,763338,763496,+,3348659,3348720,+,7666,189331,23058316,329,3175,46.4,111.9,EG10982,G0-8871,arcZ::sucD,207
sugE.5UTR,arcZ,12,U,18.9,3.4,5.66E-05,-1.2,5UTR,sRNA,multidrug efflux system protein,-,4374822,4374899,+,3348699,3348719,+,77,189812,23065905,8,3175,20.8,111.9,EG11616.5UTR,G0-8871,arcZ::sugE,208
ypjA,arcZ,14,U,18.8,3.3,1.15E-06,-10.0,CDS,sRNA,adhesin-like autotransporter,-,2778454,2778624,-,3348701,3348719,+,94,182544,23073154,10,1583,20.2,215.8,G7382,G0-8871,arcZ::ypjA,308
ygfF,arcZ,14,U,23.0,3.3,1.04E-07,-11.9,CDS,sRNA,predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,-,3043507,3043667,-,3348686,3348719,+,74,189810,23065908,10,3175,16.5,111.9,G7514,G0-8871,arcZ::ygfF,274
rcnB,arcZ,17,2,7.6,3.3,7.93E-04,-2.7,CDS,sRNA,-,-,2185018,2185099,+,3348699,3348719,+,273,189807,23065709,11,3175,49.3,111.9,G7139,G0-8871,arcZ::rcnB,174
rfbA,arcZ,14,U,8.1,3.3,3.68E-02,-2.8,CDS,sRNA,glucose-1-phosphate thymidylyltransferase,-,2108317,2108347,-,3348700,3348720,+,211,189810,23065771,9,3175,46.8,111.9,EG11978,G0-8871,arcZ::rfbA,180
napF,arcZ,44,3,3.1,3.1,4.66E-04,-6.5,CDS,sRNA,"ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA",-,2301410,2301570,-,3348687,3348719,+,1735,189780,23064247,8,3175,416.1,111.9,EG12068,G0-8871,arcZ::napF,131
gsiB,arcZ,23,1,4.5,3.1,3.14E-02,-2.9,CDS,sRNA,"glutathione periplasmic binding protein, ABC superfamily transporter",-,868728,868779,+,3348699,3348719,+,615,189801,23065367,16,3175,74.6,111.9,G6430,G0-8871,arcZ::gsiB,81
yfdK.yfdI.IGR,arcZ,45,1,3.5,3.1,1.36E-05,-3.7,IGR,sRNA,- : CPS-53 (KpLE1) prophage; conserved protein,-,2468605,2468713,-,3348699,3348719,+,1552,189779,23064430,32,3175,93.4,111.9,G7223.G7221.IGR,G0-8871,arcZ::yfdK.yfdI.IGR,270
dnaT,arcZ,17,1,27.9,3.1,1.00E-11,-8.9,CDS,sRNA,DNA biosynthesis protein (primosomal protein I),-,4599033,4599095,-,3348699,3348719,+,74,189807,23065908,14,3175,12.2,111.9,EG10244,G0-8871,arcZ::dnaT,45
arcZ.elbB.IGR,arcZ,29,U,4.6,3.0,3.42E-04,-18.3,IGR,sRNA,isoprenoid biosynthesis protein with amidotransferase-like domain : -,-,3348602,3348678,-,3348699,3348719,+,773,189795,23065209,21,3175,71.5,111.9,G0-8871.EG11383.IGR,G0-8871,arcZ::arcZ.elbB.IGR,48
argP,arcZ,18,1,6.4,3.0,7.50E-03,-5.4,CDS,sRNA,"DNA-binding transcriptional activator, replication initiation inhibitor",-,3058239,3058448,+,3348699,3348719,+,342,189806,23065640,13,3175,51.8,111.9,EG10490,G0-8871,arcZ::argP,20
